UnitPrice,ProductStandardCost,SalesAmount,TaxAmt,MaritalStatus,Gender,DayB,MonthB,YearB,Australia,Canada,France,Germany,United Kingdom,United States,Europe,North America,Pacific
0.93782563390066,0.8526734926052333,0.93782563390066,0.9350649350649349,0.0,0.5,0.16666666666666669,0.0,0.029411764705884025,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.93782563390066,0.8526734926052333,0.93782563390066,0.9350649350649349,0.0,0.5,0.43333333333333335,0.6363636363636364,0.647058823529413,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,0.0,0.43333333333333335,0.6363636363636364,0.617647058823529,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.9999999999999999,1.0,0.9999999999999999,1.0,0.0,0.0,0.7666666666666667,0.5454545454545454,0.941176470588232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9999999999999999,0.8526734926052333,0.93782563390066,0.9350649350649349,1.0,0.0,0.13333333333333333,0.1818181818181818,0.529411764705884,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.9999999999999999,1.0,0.9999999999999999,1.0,0.0,1.0,0.7666666666666667,0.9090909090909091,0.32352941176470296,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,0.0,0.5666666666666667,0.9090909090909091,0.7941176470588189,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,0.5,0.6333333333333333,0.9090909090909091,0.29411764705881893,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,0.0,0.5333333333333333,0.2727272727272727,0.029411764705884025,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,0.5,0.9999999999999999,0.6363636363636364,0.32352941176470296,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,0.0,0.7333333333333333,0.09090909090909091,0.882352941176471,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9999999999999999,1.0,0.9999999999999999,1.0,0.0,0.0,0.3666666666666667,0.09090909090909091,0.352941176470587,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,0.0,0.9999999999999999,0.6363636363636364,0.32352941176470296,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,0.5,0.3,0.1818181818181818,0.32352941176470296,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.9999999999999999,1.0,0.9999999999999999,1.0,0.0,0.5,0.5,0.7272727272727273,0.735294117647058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9999999999999999,1.0,0.9999999999999999,1.0,0.0,0.0,0.16666666666666669,0.09090909090909091,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9999999999999999,1.0,0.9999999999999999,1.0,0.0,0.0,0.16666666666666669,0.09090909090909091,0.32352941176470296,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.9999999999999999,1.0,0.9999999999999999,1.0,0.0,0.5,0.9333333333333333,0.7272727272727273,0.29411764705881893,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,0.5,0.1,0.1818181818181818,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.9999999999999999,1.0,0.9999999999999999,1.0,0.0,0.0,0.6666666666666666,0.5454545454545454,0.29411764705881893,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.9999999999999999,1.0,0.9999999999999999,1.0,0.0,0.5,0.5666666666666667,0.5454545454545454,0.852941176470587,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.9999999999999999,1.0,0.9999999999999999,1.0,1.0,0.0,0.0,0.1818181818181818,0.352941176470587,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
